fuente,valor_fuente,deporte_final,disciplina_final,criterio,evidencia_referencia,estado,filas_afectadas
fuente2,Synchronized Swimming,Aquatics,Artistic Swimming,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,909
fuente2,Table Tennis,Table Tennis,Table Tennis,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1955
fuente2,Taekwondo,Taekwondo,Taekwondo,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,606
fuente2,Tennis,Tennis,Tennis,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2862
fuente2,Trampolining,Gymnastics,Trampoline Gymnastics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,152
fuente2,Triathlon,Triathlon,Triathlon,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,529
fuente2,Tug-Of-War,Tug-of-War,Tug-of-War,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,170
fuente2,Volleyball,Volleyball,Volleyball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3404
fuente2,Water Polo,Aquatics,Water Polo,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3846
fuente2,Weightlifting,Weightlifting,Weightlifting,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3937
fuente2,Wrestling,Wrestling,Wrestling Freestyle,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3661
fuente2,Wrestling,Wrestling,Wrestling Greco-Roman,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3493
fuente3,3x3 Basketball,Basketball,Basketball 3x3,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,128
fuente3,"3x3 Basketball, Basketball",Basketball,Basketball 3x3,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente3,Aeronautics,Aeronautics,Aeronautics,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente3,Alpinism,Mountaineering,Alpinism,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,4
fuente3,Archery,Archery,Archery,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2846
fuente3,Art Competitions,Art Competitions,Art Competitions,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,3578
fuente3,Artistic Gymnastics,Gymnastics,Artistic Gymnastics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2297
fuente3,Artistic Swimming,Aquatics,Artistic Swimming,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,257
fuente3,Athletics,Athletics,Athletics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,43294
fuente3,Badminton,Badminton,Badminton,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1816
fuente3,Baseball,Baseball/Softball,Baseball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,894
fuente3,Baseball/Softball,Baseball/Softball,Baseball,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,144
fuente3,Baseball/Softball,Baseball/Softball,Softball,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,90
fuente3,Basketball,Basketball,Basketball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5111
fuente3,Basque Pelota,Basque Pelota,Basque Pelota,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,2
fuente3,Beach Volleyball,Volleyball,Beach Volleyball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,756
fuente3,Boxing,Boxing,Boxing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,6584
fuente3,Breaking,Breaking,Breaking,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,33
fuente3,Canoe Slalom,Canoeing,Canoe Slalom,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,256
fuente3,Canoe Sprint,Canoeing,Canoe Sprint,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,756
fuente3,Canoeing,Canoeing,Canoe Slalom,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,812
fuente3,Canoeing,Canoeing,Canoe Sprint,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5359
fuente3,Cricket,Cricket,Cricket,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,24
fuente3,Croquet,Croquet,Croquet,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,19
fuente3,Cycling,Cycling,BMX Racing,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,144
fuente3,Cycling,Cycling,Cycling Road,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,5598
fuente3,Cycling,Cycling,Cycling Track,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,4651
fuente3,Cycling,Cycling,Mountain Bike,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,466
fuente3,Cycling BMX Freestyle,Cycling,BMX Freestyle,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,42
fuente3,Cycling BMX Racing,Cycling,BMX Racing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,115
fuente3,Cycling Mountain Bike,Cycling,Mountain Bike,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,144
fuente3,Cycling Road,Cycling,Cycling Road,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,493
fuente3,"Cycling Road, Cycling Mountain Bike",Cycling,Cycling Road,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2
fuente3,"Cycling Road, Cycling Mountain Bike",Cycling,Mountain Bike,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2
fuente3,"Cycling Road, Cycling Track",Cycling,Cycling Road,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,13
fuente3,"Cycling Road, Cycling Track",Cycling,Cycling Track,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,17
fuente3,"Cycling Road, Triathlon",Cycling,Cycling Road,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente3,"Cycling Road, Triathlon",Triathlon,Triathlon,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1
fuente3,Cycling Track,Cycling,Cycling Track,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,878
fuente3,Diving,Aquatics,Diving,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3193
fuente3,Equestrian,Equestrian,Equestrian Dressage,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,245
fuente3,Equestrian,Equestrian,Equestrian Eventing,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,273
fuente3,Equestrian,Equestrian,Equestrian Jumping,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,317
fuente3,Equestrianism,Equestrian,Equestrian Dressage,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1370
fuente3,Equestrianism,Equestrian,Equestrian Driving,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,31
fuente3,Equestrianism,Equestrian,Equestrian Eventing,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2369
fuente3,Equestrianism,Equestrian,Equestrian Jumping,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2547
fuente3,Equestrianism,Equestrian,Equestrian Vaulting,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,27
fuente3,Fencing,Fencing,Fencing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,11558
fuente3,Figure Skating,Skating,Figure Skating,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,54
fuente3,Football,Football,Football,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,7906
fuente3,Golf,Golf,Golf,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,487
fuente3,Gymnastics,Gymnastics,Artistic Gymnastics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,26707
fuente3,Handball,Handball,Handball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,4419
fuente3,Hockey,Hockey,Hockey,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,6264
fuente3,Ice Hockey,Ice Hockey,Ice Hockey,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,60
fuente3,Jeu De Paume,Jeu de Paume,Jeu de Paume,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,11
fuente3,Judo,Judo,Judo,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,4876
fuente3,Karate,Karate,Karate,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,81
fuente3,Lacrosse,Lacrosse,Lacrosse,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,60
fuente3,Marathon Swimming,Aquatics,Marathon Swimming,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,89
fuente3,"Marathon Swimming, Swimming",Aquatics,Marathon Swimming,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,17
fuente3,"Marathon Swimming, Swimming",Aquatics,Swimming,disciplina determinada por patrón inequívoco del evento y taxonomía olímpica,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,35
fuente3,Modern Pentathlon,Modern Pentathlon,Modern Pentathlon,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,1821
fuente3,Motorboating,Motorboating,Motorboating,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,17
fuente3,Polo,Polo,Polo,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,95
fuente3,Racquets,Racquets,Racquets,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,12
fuente3,Rhythmic Gymnastics,Gymnastics,Rhythmic Gymnastics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,848
fuente3,Roque,Roque,Roque,denominación histórica documentada en la evolución del programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=174689&parentDocumentId=174657&skipCopyright=true&skipWatermark=true,RESOLVED,4
fuente3,Rowing,Rowing,Rowing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,11625
fuente3,Rugby,Rugby,Rugby,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,162
fuente3,Rugby Sevens,Rugby,Rugby Sevens,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,928
fuente3,Sailing,Sailing,Sailing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,7266
fuente3,Shooting,Shooting,Shooting,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,12580
fuente3,Skateboarding,Roller Sports,Skateboarding,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,168
fuente3,Softball,Baseball/Softball,Softball,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,478
fuente3,Sport Climbing,Sport Climbing,Sport Climbing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,108
fuente3,Surfing,Surfing,Surfing,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,88
fuente3,Swimming,Aquatics,Swimming,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,26416
fuente3,Synchronized Swimming,Aquatics,Artistic Swimming,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,909
fuente3,Table Tennis,Table Tennis,Table Tennis,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,2480
fuente3,Taekwondo,Taekwondo,Taekwondo,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,870
fuente3,Tennis,Tennis,Tennis,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,3446
fuente3,Trampoline Gymnastics,Gymnastics,Trampoline Gymnastics,denominación canónica contrastada con el programa olímpico,https://library.olympics.com/digitalCollection/DigitalCollectionAttachmentDownloadHandler.ashx?documentId=3415338&parentDocumentId=3415336&skipCopyright=true&skipWatermark=true,RESOLVED,64
