nombre_normalizado,ids_involucrados,identidad_canonica_propuesta,nombre_muestra,clasificacion,evidencia_a_favor,conflictos,participaciones_por_id,cantidad_ids,nota
yasmani acosta,138227;335285,138227,Yasmani Acosta,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138227:2;335285:1,2,No se aplica merge; requiere revisión.
marie branser,138521;331249,138521,Marie Branser,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138521:1;331249:1,2,No se aplica merge; requiere revisión.
andrea ramirez,138535;141649,138535,Andrea Ramírez,CONFLICT,nombre_auxiliar_comun,DOB_distinto,138535:2;141649:1,2,No se aplica merge; requiere revisión.
matija marinic,138586;330744,138586,Matija Marinić,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138586:2;330744:2,2,No se aplica merge; requiere revisión.
laina perez,138610;332477,138610,Laina Pérez,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138610:4;332477:2,2,No se aplica merge; requiere revisión.
andy diaz,138617;330483,138617,Andy Díaz,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138617:1;330483:1,2,No se aplica merge; requiere revisión.
cristian napoles,138618;336883,138618,Cristian Nápoles,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138618:2;336883:1,2,No se aplica merge; requiere revisión.
tereza hrochova,138646;332136,138646,Tereza Hrochová,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138646:2;332136:1,2,No se aplica merge; requiere revisión.
kristyna horska,138655;332370,138655,Kristýna Horská,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138655:4;332370:2,2,No se aplica merge; requiere revisión.
katerina siniakova,138658;332885,138658,Kateřina Siniaková,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138658:2;332885:3,2,No se aplica merge; requiere revisión.
petra kurikova,138659;333167,138659,Petra Kuříková,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138659:2;333167:1,2,No se aplica merge; requiere revisión.
adam ondra,138682;332266,138682,Adam Ondra,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138682:2;332266:1,2,No se aplica merge; requiere revisión.
david klammert,138692;334591,138692,David Klammert,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138692:2;334591:1,2,No se aplica merge; requiere revisión.
maiken fruergaard,138711;331934,138711,Maiken Fruergaard,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138711:2;331934:1,2,No se aplica merge; requiere revisión.
sara thygesen,138712;331935,138712,Sara Thygesen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138712:2;331935:1,2,No se aplica merge; requiere revisión.
emilie beckmann,138734;184075,138734,Emilie Beckmann,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138734:3;184075:1,2,No se aplica merge; requiere revisión.
kasper asgreen,138748;183815,138748,Kasper Asgreen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138748:3;183815:1,2,No se aplica merge; requiere revisión.
andreas schou,138750;332164,138750,Andreas Schou,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138750:2;332164:1,2,No se aplica merge; requiere revisión.
sverri nielsen,138762;332182,138762,Sverri Nielsen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138762:2;332182:1,2,No se aplica merge; requiere revisión.
mandy mohamed,138846;188820;188821;188822,138846,Mandy Mohamed,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138846:5;188820:1;188821:1;188822:1,4,No se aplica merge; requiere revisión.
maggy ashmawy,138858;331045,138858,Maggy Ashmawy,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138858:3;331045:1,2,No se aplica merge; requiere revisión.
malak hamza,138868;335415,138868,Malak Hamza,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138868:2;335415:2,2,No se aplica merge; requiere revisión.
omar mohamed,138903;330842,138903,Omar Mohamed,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138903:7;330842:8,2,No se aplica merge; requiere revisión.
tachlowini gabriyesos,138931;332312,138931,Tachlowini Gabriyesos,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138931:2;332312:1,2,No se aplica merge; requiere revisión.
maite cazorla,138976;337100,138976,Maite Cazorla,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138976:2;337100:1,2,No se aplica merge; requiere revisión.
laura bechdeju,138984;184072;184073,138984,Laura Bechdejú,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138984:6;184072:1;184073:1,3,No se aplica merge; requiere revisión.
alejandra torres quevedo,138994;335218,138994,Alejandra Torres-Quevedo,CONFLICT,nombre_auxiliar_comun,sexo_distinto,138994:2;335218:1,2,No se aplica merge; requiere revisión.
paula barcelo,139006;337128,139006,Paula Barcelo,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139006:2;337128:1,2,No se aplica merge; requiere revisión.
daniel arce,139028;333182,139028,Daniel Arce,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139028:2;333182:1,2,No se aplica merge; requiere revisión.
usman garuba,139044;337102,139044,Usman Garuba,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139044:2;337102:1,2,No se aplica merge; requiere revisión.
joel plata,139086;189826;189827;335331,139086,Joel Plata,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139086:8;189826:1;189827:1;335331:9,4,No se aplica merge; requiere revisión.
marc recasens,139102;335230,139102,Marc Recasens,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139102:2;335230:1,2,No se aplica merge; requiere revisión.
adrian vicente,139124;330251,139124,Adrián Vicente,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139124:2;330251:1,2,No se aplica merge; requiere revisión.
diribe welteji,139147;329749,139147,Diribe Welteji,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139147:2;329749:1,2,No se aplica merge; requiere revisión.
lomi muleta,139152;332550,139152,Lomi Muleta,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139152:2;332550:1,2,No se aplica merge; requiere revisión.
ella junnila,139199;333223,139199,Ella Junnila,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139199:2;333223:1,2,No se aplica merge; requiere revisión.
sara kuivisto,139203;187701,139203,Sara Kuivisto,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139203:3;187701:1,2,No se aplica merge; requiere revisión.
topi raitanen,139219;333233,139219,Topi Raitanen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139219:2;333233:1,2,No se aplica merge; requiere revisión.
henri ruoste,139221;333518,139221,Henri Ruoste,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139221:2;333518:2,2,No se aplica merge; requiere revisión.
vanina paoletti,139255;189563;331785,139255,Vanina Paoletti,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139255:3;189563:1;331785:1,3,No se aplica merge; requiere revisión.
juliette labous,139265;332432,139265,Juliette Labous,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139265:3;332432:2,2,No se aplica merge; requiere revisión.
maxime collard,139268;184968,139268,Maxime Collard,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139268:3;184968:1,2,No se aplica merge; requiere revisión.
chloe valentini,139276;331746,139276,Chloé Valentini,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139276:2;331746:1,2,No se aplica merge; requiere revisión.
pauletta foppa,139281;331737,139281,Pauletta Foppa,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139281:2;331737:1,2,No se aplica merge; requiere revisión.
madeleine malonga,139284;188297;332037,139284,Madeleine Malonga,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139284:3;188297:1;332037:2,3,No se aplica merge; requiere revisión.
shirine boukli,139288;332033,139288,Shirine Boukli,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139288:2;332033:2,2,No se aplica merge; requiere revisión.
marie oteiza,139291;330205,139291,Marie Oteiza,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139291:2;330205:1,2,No se aplica merge; requiere revisión.
gabriel tual,139345;333726,139345,Gabriel Tual,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139345:2;333726:1,2,No se aplica merge; requiere revisión.
hugo hay,139348;333661,139348,Hugo Hay,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139348:2;333661:1,2,No se aplica merge; requiere revisión.
louis gilavert,139352;333654,139352,Louis Gilavert,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139352:2;333654:1,2,No se aplica merge; requiere revisión.
nicolas navarro,139358;333708,139358,Nicolas Navarro,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139358:2;333708:1,2,No se aplica merge; requiere revisión.
andrew albicy,139362;331518,139362,Andrew Albicy,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139362:2;331518:1,2,No se aplica merge; requiere revisión.
bassa mawem,139380;330520,139380,Bassa Mawem,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139380:2;330520:1,2,No se aplica merge; requiere revisión.
alexandre bardenet,139397;183971,139397,Alexandre Bardenet,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139397:3;183971:1,2,No se aplica merge; requiere revisión.
loris frasca,139423;185797,139423,Loris Frasca,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139423:8;185797:1,2,No se aplica merge; requiere revisión.
luka mkheidze,139431;332038,139431,Luka Mkheidze,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139431:2;332038:2,2,No se aplica merge; requiere revisión.
leon marchand,139453;188332;188333;188334;333554,139453,Léon Marchand,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139453:5;188332:1;188333:1;188334:1;333554:6,5,No se aplica merge; requiere revisión.
leo bergere,139460;184145;330132,139460,Léo Bergère,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139460:2;184145:1;330132:1,3,No se aplica merge; requiere revisión.
yacine louati,139468;331537,139468,Yacine Louati,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139468:2;331537:1,2,No se aplica merge; requiere revisión.
sarah bettles,139477;184185,139477,Sarah Bettles,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139477:4;184185:1,2,No se aplica merge; requiere revisión.
jemma reekie,139488;334487,139488,Jemma Reekie,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139488:2;334487:1,2,No se aplica merge; requiere revisión.
jessie knight,139492;334472,139492,Jessie Knight,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139492:2;334472:1,2,No se aplica merge; requiere revisión.
revee walcott nolan,139498;334490,139498,Revee Walcott-Nolan,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139498:2;334490:1,2,No se aplica merge; requiere revisión.
charlotte fry,139521;185833;337918,139521,Charlotte Fry,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139521:3;185833:1;337918:2,3,No se aplica merge; requiere revisión.
laura collett,139523;184969;337917,139523,Laura Collett,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139523:3;184969:1;337917:2,3,No se aplica merge; requiere revisión.
jessica gadirova,139545;185854;185856;185857,139545,Jessica Gadirova,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139545:7;185854:1;185856:1;185857:1,4,No se aplica merge; requiere revisión.
sarah robertson,139556;332732,139556,Sarah Robertson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139556:2;332732:1,2,No se aplica merge; requiere revisión.
lisa thomson,139569;336426,139569,Lisa Thomson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139569:2;336426:1,2,No se aplica merge; requiere revisión.
emily craig,139575;332860,139575,Emily Craig,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139575:2;332860:1,2,No se aplica merge; requiere revisión.
emily ford,139576;332866,139576,Emily Ford,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139576:2;332866:1,2,No se aplica merge; requiere revisión.
emma wilson,139589;332801,139589,Emma Wilson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139589:2;332801:1,2,No se aplica merge; requiere revisión.
abbie wood,139596;192193;192194;333165,139596,Abbie Wood,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139596:4;192193:1;192194:1;333165:2,4,No se aplica merge; requiere revisión.
tom hall,139617;330739,139617,Tom Hall,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139617:2;330739:2,2,No se aplica merge; requiere revisión.
jack carlin,139655;184629;333749,139655,Jack Carlin,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139655:4;184629:1;333749:3,3,No se aplica merge; requiere revisión.
joe fraser,139672;185800;185801;333250,139672,Joe Fraser,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139672:8;185800:1;185801:1;333250:9,4,No se aplica merge; requiere revisión.
tom ford,139708;332865,139708,Tom Ford,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139708:2;332865:1,2,No se aplica merge; requiere revisión.
bradly sinden,139728;332458,139728,Bradly Sinden,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139728:2;332458:1,2,No se aplica merge; requiere revisión.
guram tushishvili,139738;330307,139738,Guram Tushishvili,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139738:2;330307:1,2,No se aplica merge; requiere revisión.
michelle kroppen,139753;187674;330508,139753,Michelle Kroppen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139753:4;187674:1;330508:3,3,No se aplica merge; requiere revisión.
claudine vita,139758;334277,139758,Claudine Vita,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139758:2;334277:1,2,No se aplica merge; requiere revisión.
corinna schwab,139759;190626,139759,Corinna Schwab,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139759:4;190626:1,2,No se aplica merge; requiere revisión.
kristin pudenz,139769;334272,139769,Kristin Pudenz,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139769:2;334272:1,2,No se aplica merge; requiere revisión.
christina wassen,139803;191997;333378,139803,Christina Wassen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139803:3;191997:1;333378:1,3,No se aplica merge; requiere revisión.
alica stuhlemmer,139830;332118,139830,Alica Stuhlemmer,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139830:2;332118:1,2,No se aplica merge; requiere revisión.
doreen vennekamp,139837;330512,139837,Doreen Vennekamp,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139837:2;330512:3,2,No se aplica merge; requiere revisión.
jolyn beer,139838;184078;330505,139838,Jolyn Beer,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139838:3;184078:1;330505:1,3,No se aplica merge; requiere revisión.
florian unruh,139851;191616;330504,139851,Florian Unruh,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139851:3;191616:1;330504:2,3,No se aplica merge; requiere revisión.
jonathan hilbert,139861;334248,139861,Jonathan Hilbert,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139861:2;334248:1,2,No se aplica merge; requiere revisión.
marc koch,139868;334256,139868,Marc Koch,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139868:2;334256:1,2,No se aplica merge; requiere revisión.
johannes thiemann,139886;332706,139886,Johannes Thiemann,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139886:2;332706:1,2,No se aplica merge; requiere revisión.
maodo lo,139890;332696,139890,Maodo Lô,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139890:2;332696:1,2,No se aplica merge; requiere revisión.
niels giffey,139892;332695,139892,Niels Giffey,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139892:2;332695:1,2,No se aplica merge; requiere revisión.
mark lamsfuss,139895;330633,139895,Mark Lamsfuß,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139895:3;330633:1,2,No se aplica merge; requiere revisión.
jacob schopf,139902;190612;333860,139902,Jacob Schopf,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139902:3;190612:1;333860:2,3,No se aplica merge; requiere revisión.
jannik kohlbacher,139941;332751,139941,Jannik Kohlbacher,CONFLICT,nombre_auxiliar_comun,sexo_distinto,139941:2;332751:1,2,No se aplica merge; requiere revisión.
jessica lee,140071;187877,140071,Jessica Lee,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140071:3;187877:1,2,No se aplica merge; requiere revisión.
kincso takacs,140125;191213;331334,140125,Kincső Takács,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140125:3;191213:1;331334:1,3,No se aplica merge; requiere revisión.
kata kondricz,140128;187563,140128,Kata Kondricz,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140128:3;187563:1,2,No se aplica merge; requiere revisión.
petra vamos,140138;335177,140138,Petra Vámos,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140138:2;335177:1,2,No se aplica merge; requiere revisión.
alda magyari,140156;335741,140156,Alda Magyari,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140156:2;335741:1,2,No se aplica merge; requiere revisión.
dora leimeter,140158;335740,140158,Dóra Leimeter,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140158:2;335740:1,2,No se aplica merge; requiere revisión.
vanda valyi,140163;335843,140163,Vanda Vályi,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140163:2;335843:1,2,No se aplica merge; requiere revisión.
gergely siklosi,140178;336267,140178,Gergely Siklósi,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140178:2;336267:2,2,No se aplica merge; requiere revisión.
attila ungvari,140179;333675,140179,Attila Ungvári,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140179:2;333675:2,2,No se aplica merge; requiere revisión.
balazs hollo,140181;333030,140181,Balázs Holló,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140181:2;333030:1,2,No se aplica merge; requiere revisión.
richard marton,140186;188409;333284,140186,Richárd Márton,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140186:3;188409:1;333284:1,3,No se aplica merge; requiere revisión.
apriyani rahayu,140201;334640,140201,Apriyani Rahayu,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140201:2;334640:1,2,No se aplica merge; requiere revisión.
rio waida,140215;333574,140215,Rio Waida,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140215:2;333574:1,2,No se aplica merge; requiere revisión.
pranati nayak,140229;189135;189136;189137,140229,Pranati Nayak,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140229:5;189135:1;189136:1;189137:1,4,No se aplica merge; requiere revisión.
chirag shetty,140259;329880,140259,Chirag Shetty,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140259:2;329880:1,2,No se aplica merge; requiere revisión.
gurjant singh,140269;330060,140269,Gurjant Singh,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140269:2;330060:1,2,No se aplica merge; requiere revisión.
hardik singh,140270;330053,140270,Hardik Singh,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140270:2;330053:1,2,No se aplica merge; requiere revisión.
haniyeh rostamiyan,140297;190280;190281;329852,140297,Haniyeh Rostamiyan,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140297:4;190280:1;190281:1;329852:2,4,No se aplica merge; requiere revisión.
saeid safarzadeh,140310;190378,140310,Saeid Safarzadeh,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140310:3;190378:1,2,No se aplica merge; requiere revisión.
mohammad rahbari,140311;190017;329990,140311,Mohammad Rahbari,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140311:3;190017:1;329990:2,3,No se aplica merge; requiere revisión.
matin balsini,140315;332303,140315,Matin Balsini,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140315:1;332303:1,2,No se aplica merge; requiere revisión.
sophie becker,140342;337010,140342,Sophie Becker,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140342:2;337010:3,2,No se aplica merge; requiere revisión.
sam watson,140393;336495,140393,Sam Watson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140393:2;336495:1,2,No se aplica merge; requiere revisión.
shane lowry,140396;332739,140396,Shane Lowry,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140396:2;332739:1,2,No se aplica merge; requiere revisión.
gavin mullin,140402;338293,140402,Gavin Mullin,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140402:2;338293:1,2,No se aplica merge; requiere revisión.
lihie raz,140430;190078;190079;190080;190081;333418,140430,Lihie Raz,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140430:6;190078:1;190079:1;190080:1;190081:1;333418:6,6,No se aplica merge; requiere revisión.
tohar butbul,140479;184540;332203,140479,Tohar Butbul,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140479:3;184540:1;332203:2,3,No se aplica merge; requiere revisión.
elisa balsamo,140528;334423,140528,Elisa Balsamo,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140528:4;334423:4,2,No se aplica merge; requiere revisión.
federica isola,140538;186951,140538,Federica Isola,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140538:3;186951:1,2,No se aplica merge; requiere revisión.
martina criscio,140540;334503,140540,Martina Criscio,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140540:3;334503:2,2,No se aplica merge; requiere revisión.
jasmine paolini,140597;189564;333592,140597,Jasmine Paolini,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140597:3;189564:1;333592:2,3,No se aplica merge; requiere revisión.
davide re,140616;190085;330460,140616,Davide Re,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140616:3;190085:1;330460:1,3,No se aplica merge; requiere revisión.
alberto bettiol,140657;184184;333683,140657,Alberto Bettiol,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140657:3;184184:1;333683:2,3,No se aplica merge; requiere revisión.
luca curatoli,140665;185085;334500,140665,Luca Curatoli,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140665:3;185085:1;334500:2,3,No se aplica merge; requiere revisión.
manuel lombardo,140670;188108;334537,140670,Manuel Lombardo,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140670:3;188108:1;334537:2,3,No se aplica merge; requiere revisión.
alberto razzetti,140690;190084;334549,140690,Alberto Razzetti,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140690:3;190084:1;334549:3,3,No se aplica merge; requiere revisión.
nicolo martinenghi,140700;188383;334547,140700,Nicolò Martinenghi,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140700:4;188383:1;334547:3,3,No se aplica merge; requiere revisión.
delian stateff,140707;191049,140707,Delian Stateff,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140707:3;191049:1,2,No se aplica merge; requiere revisión.
christopher taylor,140740;310985;310986,140740,Christopher Taylor,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140740:2;310985:1;310986:1,3,No se aplica merge; requiere revisión.
nanako fujii,140778;334214,140778,Nanako Fujii,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140778:2;334214:1,2,No se aplica merge; requiere revisión.
nozomi tanaka,140779;191249;334382,140779,Nozomi Tanaka,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140779:3;191249:1;334382:2,3,No se aplica merge; requiere revisión.
ririka hironaka,140782;186607,140782,Ririka Hironaka,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140782:3;186607:1,2,No se aplica merge; requiere revisión.
mayu matsumoto,140793;330010,140793,Mayu Matsumoto,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140793:2;330010:1,2,No se aplica merge; requiere revisión.
wakana nagahara,140795;330009,140795,Wakana Nagahara,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140795:2;330009:1,2,No se aplica merge; requiere revisión.
yumi kajihara,140814;187167;336162,140814,Yumi Kajihara,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140814:3;187167:1;336162:2,3,No se aplica merge; requiere revisión.
risa shimizu,140836;331879,140836,Risa Shimizu,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140836:2;331879:1,2,No se aplica merge; requiere revisión.
uta abe,140874;183366;332515,140874,Uta Abe,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140874:3;183366:1;332515:2,3,No se aplica merge; requiere revisión.
honoka tsutsumi,140882;333480,140882,Honoka Tsutsumi,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140882:2;333480:1,2,No se aplica merge; requiere revisión.
shiori hirata,140900;186605,140900,Shiori Hirata,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140900:4;186605:1,2,No se aplica merge; requiere revisión.
rio shirai,140937;332074,140937,Rio Shirai,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140937:2;332074:3,2,No se aplica merge; requiere revisión.
mayu ishikawa,140954;334118,140954,Mayu Ishikawa,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140954:2;334118:1,2,No se aplica merge; requiere revisión.
yui susaki,140971;335539,140971,Yui Susaki,CONFLICT,nombre_auxiliar_comun,sexo_distinto,140971:2;335539:1,2,No se aplica merge; requiere revisión.
hugh watanabe,141011;332960,141011,Hugh Watanabe,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141011:2;332960:1,2,No se aplica merge; requiere revisión.
yuta watanabe,141019;141024;192000;192001;330008;332959,141019,Yuta Watanabe,CONFLICT,nombre_auxiliar_comun,DOB_distinto;sexo_distinto,141019:1;141024:2;192000:1;192001:1;330008:1;332959:1,6,No se aplica merge; requiere revisión.
koki saito,141070;336672,141070,Koki Saito,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141070:3;336672:1,2,No se aplica merge; requiere revisión.
takahiro shikine,141077;332489,141077,Takahiro Shikine,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141077:3;332489:2,2,No se aplica merge; requiere revisión.
daiki hashimoto,141101;186424;334202,141101,Daiki Hashimoto,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141101:8;186424:1;334202:9,3,No se aplica merge; requiere revisión.
kazuma kaya,141102;334201,141102,Kazuma Kaya,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141102:8;334201:8,2,No se aplica merge; requiere revisión.
wataru tanigawa,141104;191272;191273;191274;191275;191276;191277;334200,141104,Wataru Tanigawa,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141104:9;191272:1;191273:1;191274:1;191275:1;191276:1;191277:1;334200:8,8,No se aplica merge; requiere revisión.
aaron wolf,141137;192175;332517,141137,Aaron Wolf,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141137:3;192175:1;332517:2,3,No se aplica merge; requiere revisión.
takayuki matsumoto,141161;188451,141161,Takayuki Matsumoto,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141161:4;188451:1,2,No se aplica merge; requiere revisión.
sora shirai,141162;332967,141162,Sora Shirai,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141162:2;332967:1,2,No se aplica merge; requiere revisión.
katsuhiro matsumoto,141169;188449;188450;332077,141169,Katsuhiro Matsumoto,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141169:4;188449:1;188450:1;332077:4,4,No se aplica merge; requiere revisión.
naoki mizunuma,141173;332076,141173,Naoki Mizunuma,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141173:3;332076:2,2,No se aplica merge; requiere revisión.
tomoru honda,141177;332075,141177,Tomoru Honda,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141177:2;332075:1,2,No se aplica merge; requiere revisión.
yoshihito nishioka,141180;189230,141180,Yoshihito Nishioka,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141180:3;189230:1,2,No se aplica merge; requiere revisión.
tomohiro yamamoto,141195;334120,141195,Tomohiro Yamamoto,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141195:2;334120:1,2,No se aplica merge; requiere revisión.
mitsuru takata,141200;332091,141200,Mitsuru Takata,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141200:2;332091:1,2,No se aplica merge; requiere revisión.
nursultan tursynov,141261;335315,141261,Nursultan Tursynov,CONFLICT,nombre_auxiliar_comun,sexo_distinto,141261:2;335315:1,2,No se aplica merge; requiere revisión.
