id_evento_a,id_evento_b,nombre_a,nombre_b,deporte,disciplina,contexto,confianza,clasificacion
1922,2668,Gymnastics Men's Floor Exercise,Men's Floor Exercise,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1922,2705,Gymnastics Men's Floor Exercise,Women's Floor Exercise,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1923,2115,Gymnastics Men's Horse Vault,Gymnastics Women's Horse Vault,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1924,2574,Gymnastics Men's Parallel Bars,"Gymnastics Men's Parallel Bars, Teams",Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.80; overlap=1,media,REVIEW_ALIAS
1924,2672,Gymnastics Men's Parallel Bars,Men's Parallel Bars,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1925,2575,Gymnastics Men's Horizontal Bar,"Gymnastics Men's Horizontal Bar, Teams",Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.80; overlap=1,media,REVIEW_ALIAS
1925,2673,Gymnastics Men's Horizontal Bar,Men's Horizontal Bar,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1940,2185,"Gymnastics Men's Team All-Around, Free System","Gymnastics Men's Team All-Around, Swedish System",Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2114,2668,Gymnastics Women's Floor Exercise,Men's Floor Exercise,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2114,2705,Gymnastics Women's Floor Exercise,Women's Floor Exercise,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2116,2703,Gymnastics Women's Uneven Bars,Women's Uneven Bars,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2117,2704,Gymnastics Women's Balance Beam,Women's Balance Beam,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2339,2640,"Gymnastics Men's Individual All-Around, 5 Events","Gymnastics Men's Individual All-Around, 4 Events",Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2667,2701,Men's All-Around,Women's All-Around,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2668,2705,Men's Floor Exercise,Women's Floor Exercise,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2671,2702,Men's Vault,Women's Vault,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2674,2807,Men's Team,Women's Team,Gymnastics,Artistic Gymnastics,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2684,3016,Group All-Around Team,Group All-Around,Gymnastics,Rhythmic Gymnastics,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
500,1415,"Featherweight, Men (Olympic)","Featherweight, Women (Olympic)",Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
920,1412,"Lightweight, Men (Olympic)","Lightweight, Women (Olympic)",Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
921,1413,"Middleweight, Men (Olympic)","Middleweight, Women (Olympic)",Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
922,1411,"Light-Heavyweight, Men (Olympic)","Light-Heavyweight, Women (Olympic)",Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
925,1078,"Heavyweight, Men (Olympic)","Heavyweight, Women (Olympic)",Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
926,1414,"Super-Heavyweight, Men (Olympic)","Super-Heavyweight, Women (Olympic)",Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
929,1416,"Flyweight, Men (Olympic)","Flyweight, Women (Olympic)",Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
932,958,"Unlimited, One Hand, Men (Olympic)","Unlimited, One Hand, Men (Intercalated)",Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
940,959,"Unlimited, Two Hands, Men (Olympic)","Unlimited, Two Hands, Men (Intercalated)",Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
961,962,"High Jump, Men (Intercalated)","Standing High Jump, Men (Intercalated)",Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=1,media,REVIEW_ALIAS
964,965,"Long Jump, Men (Intercalated)","Standing Long Jump, Men (Intercalated)",Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=1,media,REVIEW_ALIAS
1608,1731,"Heavyweight, Boys (YOG)","Super-Heavyweight, Boys (YOG)",Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1688,1719,"Heavyweight, Girls (YOG)","Super-Heavyweight, Girls (YOG)",Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1936,2026,Weightlifting Women's Super-Heavyweight,Weightlifting Men's Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1936,2096,Weightlifting Women's Super-Heavyweight,Weightlifting Women's Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1936,2297,Weightlifting Women's Super-Heavyweight,Weightlifting Men's Super-Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1976,2081,Weightlifting Men's Lightweight,Weightlifting Women's Lightweight,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1977,2190,Weightlifting Men's Middleweight,Weightlifting Women's Middleweight,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2017,2023,Weightlifting Men's Featherweight,Weightlifting Women's Featherweight,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2026,2050,Weightlifting Men's Heavyweight,Weightlifting Men's Light-Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2026,2061,Weightlifting Men's Heavyweight,Weightlifting Men's Middle-Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2026,2095,Weightlifting Men's Heavyweight,Weightlifting Women's Light-Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2026,2096,Weightlifting Men's Heavyweight,Weightlifting Women's Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2026,2297,Weightlifting Men's Heavyweight,Weightlifting Men's Super-Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2026,2315,Weightlifting Men's Heavyweight,Weightlifting Men's Heavyweight I,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2026,2333,Weightlifting Men's Heavyweight,Weightlifting Men's Heavyweight II,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2048,2306,Weightlifting Men's Flyweight,Weightlifting Women's Flyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2050,2095,Weightlifting Men's Light-Heavyweight,Weightlifting Women's Light-Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2050,2096,Weightlifting Men's Light-Heavyweight,Weightlifting Women's Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2061,2096,Weightlifting Men's Middle-Heavyweight,Weightlifting Women's Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2095,2096,Weightlifting Women's Light-Heavyweight,Weightlifting Women's Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2096,2297,Weightlifting Women's Heavyweight,Weightlifting Men's Super-Heavyweight,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2096,2315,Weightlifting Women's Heavyweight,Weightlifting Men's Heavyweight I,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2096,2333,Weightlifting Women's Heavyweight,Weightlifting Men's Heavyweight II,Weightlifting,Weightlifting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2844,3057,Men's 81kg,Women's 81kg,Weightlifting,Weightlifting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
527,967,"Lightweight, Greco-Roman, Men (Olympic)","Lightweight, Greco-Roman, Men (Intercalated)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
949,955,"Middleweight, Greco-Roman, Men (Olympic)","Middleweight B, Greco-Roman, Men (Olympic)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
949,956,"Middleweight, Greco-Roman, Men (Olympic)","Middleweight A, Greco-Roman, Men (Olympic)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
949,970,"Middleweight, Greco-Roman, Men (Olympic)","Middleweight, Greco-Roman, Men (Intercalated)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
950,952,"Super-Heavyweight, Greco-Roman, Men (Olympic)","Heavyweight, Greco-Roman, Men (Olympic)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
952,953,"Heavyweight, Greco-Roman, Men (Olympic)","Light-Heavyweight, Greco-Roman, Men (Olympic)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=1,media,REVIEW_ALIAS
952,968,"Heavyweight, Greco-Roman, Men (Olympic)","Heavyweight, Greco-Roman, Men (Intercalated)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
954,957,"Flyweight, Greco-Roman, Men (Olympic)","Light-Flyweight, Greco-Roman, Men (Olympic)",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1937,2035,"Wrestling Men's Light-Heavyweight, Greco-Roman","Wrestling Men's Heavyweight, Greco-Roman",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.83; overlap=1,media,REVIEW_ALIAS
2035,2053,"Wrestling Men's Heavyweight, Greco-Roman","Wrestling Men's Super-Heavyweight, Greco-Roman",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2059,2299,"Wrestling Men's Flyweight, Greco-Roman","Wrestling Men's Light-Flyweight, Greco-Roman",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2065,2128,"Wrestling Men's Middleweight, Greco-Roman","Wrestling Men's Middleweight A, Greco-Roman",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2065,2309,"Wrestling Men's Middleweight, Greco-Roman","Wrestling Men's Middleweight B, Greco-Roman",Wrestling,Wrestling Greco-Roman,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
585,1243,"Combined, Men (Olympic)","Combined, Women (Olympic)",Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1218,1277,"Slalom, Women (Olympic)","Slalom, Men (Olympic)",Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1229,1280,"Downhill, Women (Olympic)","Downhill, Men (Olympic)",Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1230,1276,"Giant Slalom, Women (Olympic)","Giant Slalom, Men (Olympic)",Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1242,1281,"Super G, Women (Olympic)","Super G, Men (Olympic)",Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1633,1634,"Giant Slalom, Boys (YOG)","Slalom, Boys (YOG)",Skiing,Alpine Skiing,misma disciplina; jaccard=0.75; overlap=98,media,REVIEW_ALIAS
1637,1638,"Giant Slalom, Girls (YOG)","Slalom, Girls (YOG)",Skiing,Alpine Skiing,misma disciplina; jaccard=0.75; overlap=81,media,REVIEW_ALIAS
1930,2269,Alpine Skiing Men's Downhill,Alpine Skiing Women's Downhill,Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1931,2147,Alpine Skiing Men's Super G,Alpine Skiing Women's Super G,Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1932,1933,Alpine Skiing Men's Giant Slalom,Alpine Skiing Men's Slalom,Skiing,Alpine Skiing,misma disciplina; jaccard=0.80; overlap=1076,media,REVIEW_ALIAS
1932,2020,Alpine Skiing Men's Giant Slalom,Alpine Skiing Women's Slalom,Skiing,Alpine Skiing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1932,2146,Alpine Skiing Men's Giant Slalom,Alpine Skiing Women's Giant Slalom,Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1933,2020,Alpine Skiing Men's Slalom,Alpine Skiing Women's Slalom,Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1933,2146,Alpine Skiing Men's Slalom,Alpine Skiing Women's Giant Slalom,Skiing,Alpine Skiing,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1934,2198,Alpine Skiing Men's Combined,Alpine Skiing Women's Combined,Skiing,Alpine Skiing,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2020,2146,Alpine Skiing Women's Slalom,Alpine Skiing Women's Giant Slalom,Skiing,Alpine Skiing,misma disciplina; jaccard=0.80; overlap=654,media,REVIEW_ALIAS
588,604,"Half-Middleweight, Women (Olympic)","Half-Middleweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
589,593,"Lightweight, Women (Olympic)","Lightweight, Women (Olympic (non-medal))",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
589,603,"Lightweight, Women (Olympic)","Lightweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
590,602,"Heavyweight, Women (Olympic)","Heavyweight, Women (Olympic (non-medal))",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
590,610,"Heavyweight, Women (Olympic)","Heavyweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
592,609,"Half-Heavyweight, Women (Olympic)","Half-Heavyweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
593,603,"Lightweight, Women (Olympic (non-medal))","Lightweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
594,607,"Extra-Lightweight, Women (Olympic)","Extra-Lightweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
595,600,"Middleweight, Women (Olympic)","Middleweight, Women (Olympic (non-medal))",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
595,608,"Middleweight, Women (Olympic)","Middleweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
597,605,"Half-Lightweight, Women (Olympic)","Half-Lightweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
600,608,"Middleweight, Women (Olympic (non-medal))","Middleweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
602,610,"Heavyweight, Women (Olympic (non-medal))","Heavyweight, Men (Olympic)",Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1901,1990,Judo Men's Extra-Lightweight,Judo Men's Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1901,2383,Judo Men's Extra-Lightweight,Judo Women's Extra-Lightweight,Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1901,2412,Judo Men's Extra-Lightweight,Judo Women's Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1979,2122,Judo Men's Half-Middleweight,Judo Women's Half-Middleweight,Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1979,2207,Judo Men's Half-Middleweight,Judo Men's Middleweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1979,2411,Judo Men's Half-Middleweight,Judo Women's Middleweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1990,2211,Judo Men's Lightweight,Judo Men's Half-Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1990,2259,Judo Men's Lightweight,Judo Women's Half-Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1990,2383,Judo Men's Lightweight,Judo Women's Extra-Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1990,2412,Judo Men's Lightweight,Judo Women's Lightweight,Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2100,2138,Judo Men's Heavyweight,Judo Women's Half-Heavyweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2100,2229,Judo Men's Heavyweight,Judo Men's Half-Heavyweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2100,2337,Judo Men's Heavyweight,Judo Women's Heavyweight,Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2122,2207,Judo Women's Half-Middleweight,Judo Men's Middleweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2122,2411,Judo Women's Half-Middleweight,Judo Women's Middleweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2138,2229,Judo Women's Half-Heavyweight,Judo Men's Half-Heavyweight,Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2138,2337,Judo Women's Half-Heavyweight,Judo Women's Heavyweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2207,2411,Judo Men's Middleweight,Judo Women's Middleweight,Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2211,2259,Judo Men's Half-Lightweight,Judo Women's Half-Lightweight,Judo,Judo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2211,2412,Judo Men's Half-Lightweight,Judo Women's Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2229,2337,Judo Men's Half-Heavyweight,Judo Women's Heavyweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2259,2412,Judo Women's Half-Lightweight,Judo Women's Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2383,2412,Judo Women's Extra-Lightweight,Judo Women's Lightweight,Judo,Judo,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
601,948,"Heavyweight, Freestyle, Women (Olympic)","Heavyweight, Freestyle, Men (Olympic)",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
934,1520,"Light-Heavyweight, Freestyle, Men (Olympic)","Light-Heavyweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
935,1384,"Lightweight, Freestyle, Men (Olympic)","Lightweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
942,1477,"Featherweight, Freestyle, Men (Olympic)","Featherweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
945,1476,"Flyweight, Freestyle, Men (Olympic)","Flyweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
946,1478,"Middleweight, Freestyle, Men (Olympic)","Middleweight, Freestyle, Women (Olympic)",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1970,2071,"Wrestling Men's Heavyweight, Freestyle","Wrestling Men's Light-Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1970,2192,"Wrestling Men's Heavyweight, Freestyle","Wrestling Women's Light-Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1970,2240,"Wrestling Men's Heavyweight, Freestyle","Wrestling Women's Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1970,2340,"Wrestling Men's Heavyweight, Freestyle","Wrestling Men's Super-Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
1994,2247,"Wrestling Men's Featherweight, Freestyle","Wrestling Women's Featherweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2067,2509,"Wrestling Men's Middleweight, Freestyle","Wrestling Women's Middleweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2071,2192,"Wrestling Men's Light-Heavyweight, Freestyle","Wrestling Women's Light-Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2071,2240,"Wrestling Men's Light-Heavyweight, Freestyle","Wrestling Women's Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2093,2246,"Wrestling Men's Flyweight, Freestyle","Wrestling Men's Light-Flyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2093,2496,"Wrestling Men's Flyweight, Freestyle","Wrestling Women's Flyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2103,2256,"Wrestling Men's Lightweight, Freestyle","Wrestling Women's Lightweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2192,2240,"Wrestling Women's Light-Heavyweight, Freestyle","Wrestling Women's Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2240,2340,"Wrestling Women's Heavyweight, Freestyle","Wrestling Men's Super-Heavyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2246,2496,"Wrestling Men's Light-Flyweight, Freestyle","Wrestling Women's Flyweight, Freestyle",Wrestling,Wrestling Freestyle,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2709,2766,Men's Freestyle 57kg,Women's Freestyle 57kg,Wrestling,Wrestling Freestyle,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1347,1348,Military Ski Patrol (Skiing),"Military Ski Patrol, Men (Olympic (non-medal))",Skiing,Nordic Combined,misma disciplina; jaccard=0.75; overlap=2,media,REVIEW_ALIAS
2531,2532,"Nordic Combined Men's Normal Hill / 10 km, Individual","Nordic Combined Men's Large Hill / 10 km, Individual",Skiing,Nordic Combined,misma disciplina; jaccard=0.78; overlap=72,media,REVIEW_ALIAS
649,1410,"Water Polo, Men (Olympic)","Water Polo, Women (Olympic)",Aquatics,Water Polo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1942,2024,Water Polo Men's Water Polo,Water Polo Women's Water Polo,Aquatics,Water Polo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2757,2892,Men Team,Women Team,Aquatics,Water Polo,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
737,2494,"Military Ski Patrol, Men (Olympic (non-medal))",Military Ski Patrol Men's Military Ski Patrol,Skiing,Military Ski Patrol,misma disciplina; jaccard=0.75; overlap=14,media,REVIEW_ALIAS
738,1451,"Skeleton, Men (Olympic)","Skeleton, Women (Olympic)",Bobsleigh,Skeleton,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2351,2371,Skeleton Men's Skeleton,Skeleton Women's Skeleton,Bobsleigh,Skeleton,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
755,2831,"Team, Women (Olympic)",Team,Aquatics,Artistic Swimming,misma disciplina; jaccard=1.00; overlap=4,media,REVIEW_ALIAS
777,3003,"Duet, Women (Olympic)",Duet,Aquatics,Artistic Swimming,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
885,1407,"Olympic Distance, Women (Olympic)","Olympic Distance, Men (Olympic)",Triathlon,Triathlon,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2174,2291,Triathlon Women's Olympic Distance,Triathlon Men's Olympic Distance,Triathlon,Triathlon,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2750,2823,Women's Individual,Men's Individual,Triathlon,Triathlon,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
906,907,"Beach Volleyball, Men (Olympic)","Beach Volleyball, Women (Olympic)",Volleyball,Beach Volleyball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2171,2296,Beach Volleyball Men's Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Volleyball,Beach Volleyball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2727,2929,Men Team,Women Team,Volleyball,Beach Volleyball,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
