id_evento_a,id_evento_b,nombre_a,nombre_b,deporte,disciplina,contexto,confianza,clasificacion
2290,2356,"Canoeing Men's Kayak Doubles, 10,000 metres","Canoeing Men's Kayak Singles, 10,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2290,2571,"Canoeing Men's Kayak Doubles, 10,000 metres","Canoeing Men's Canadian Doubles, 10,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2300,2450,"Canoeing Men's Canadian Singles, 1,000 metres","Canoeing Men's Canadian Singles, 10,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=7,media,REVIEW_ALIAS
2356,2450,"Canoeing Men's Kayak Singles, 10,000 metres","Canoeing Men's Canadian Singles, 10,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2415,2515,"Canoeing Women's Kayak Singles, 200 metres","Canoeing Men's Kayak Singles, 200 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2450,2571,"Canoeing Men's Canadian Singles, 10,000 metres","Canoeing Men's Canadian Doubles, 10,000 metres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2565,2634,"Canoeing Men's Folding Kayak Doubles, 10 kilometres","Canoeing Men's Folding Kayak Singles, 10 kilometres",Canoeing,Canoe Sprint,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2794,2816,Women's Kayak Single 200m,Men's Kayak Single 200m,Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2887,3053,Women's Canoe Double 500m Team,Men's Canoe Double 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2887,3077,Women's Canoe Double 500m Team,Women's Canoe Double 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2901,2984,Men's Kayak Four 500m Team,Women's Kayak Four 500m Team,Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2901,3091,Men's Kayak Four 500m Team,Women's Kayak Four 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2901,3092,Men's Kayak Four 500m Team,Men's Kayak Four 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2920,3019,Women's Kayak Double 500m Team,Women's Kayak Double 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2920,3094,Women's Kayak Double 500m Team,Men's Kayak Double 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2984,3091,Women's Kayak Four 500m Team,Women's Kayak Four 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
2984,3092,Women's Kayak Four 500m Team,Men's Kayak Four 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
3019,3094,Women's Kayak Double 500m,Men's Kayak Double 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3053,3077,Men's Canoe Double 500m,Women's Canoe Double 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3091,3092,Women's Kayak Four 500m,Men's Kayak Four 500m,Canoeing,Canoe Sprint,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
174,176,"Kayak Singles, Slalom, Men (Olympic)","Kayak Singles, Slalom, Women (Olympic)",Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
178,1516,"Canadian Singles, Slalom, Men (Olympic)","Canadian Singles, Slalom, Women (Olympic)",Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2161,2305,"Canoeing Men's Kayak Singles, Slalom","Canoeing Women's Kayak Singles, Slalom",Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2756,2988,Men's Kayak,Women's Kayak,Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2973,2978,Men's Canoe,Women's Canoe,Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3005,3017,Men's Kayak Single,Women's Kayak Single,Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3006,3018,Men's Kayak Cross,Women's Kayak Cross,Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
3067,3079,Men's Canoe Single,Women's Canoe Single,Canoeing,Canoe Slalom,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
177,191,"Kayak Singles, 10,000 metres, Men (Olympic)","Folding Kayak Singles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
189,192,"Kayak Doubles, 10,000 metres, Men (Olympic)","Folding Kayak Doubles, 10,000 metres, Men (Olympic)",Canoeing,Canoe Marathon,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
195,677,"Small-Bore Rifle, Prone, 50 metres, Open (Olympic)","Small-Bore Rifle, Prone, 50 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
195,728,"Small-Bore Rifle, Prone, 50 metres, Open (Olympic)","Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
195,2266,"Small-Bore Rifle, Prone, 50 metres, Open (Olympic)","Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=214,media,REVIEW_ALIAS
431,720,"Free Pistol, 50 yards, Men (Olympic)","Free Pistol, 50 yards, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=15,media,REVIEW_ALIAS
432,689,"Small-Bore Rifle, 50 and 100 yards, Team, Men (Olympic)","Small-Bore Rifle, Prone, 50 and 100 yards, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.78; overlap=0,media,REVIEW_ALIAS
455,1386,"Trap, Team, Men (Olympic)","Trap, Team, Mixed (Olympic)",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
509,510,"Free Rifle, Three Positions, 300 metres, Men (Olympic)","Free Rifle, Three Positions, 300 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=122,media,REVIEW_ALIAS
509,725,"Free Rifle, Three Positions, 300 metres, Men (Olympic)","Free Rifle, Three Positions, 300 metres, Open (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
509,740,"Free Rifle, Three Positions, 300 metres, Men (Olympic)","Free Rifle, Three Positions, 300 metres, Team, Men (Intercalated)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
509,2350,"Free Rifle, Three Positions, 300 metres, Men (Olympic)","Shooting Mixed Free Rifle, Three Positions, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
510,725,"Free Rifle, Three Positions, 300 metres, Team, Men (Olympic)","Free Rifle, Three Positions, 300 metres, Open (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
510,740,"Free Rifle, Three Positions, 300 metres, Team, Men (Olympic)","Free Rifle, Three Positions, 300 metres, Team, Men (Intercalated)",Shooting,Shooting,misma disciplina; jaccard=0.88; overlap=13,media,REVIEW_ALIAS
510,2350,"Free Rifle, Three Positions, 300 metres, Team, Men (Olympic)","Shooting Mixed Free Rifle, Three Positions, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
511,516,"Military Rifle, Prone, 300 metres, Team, Men (Olympic)","Military Rifle, Prone, 300 and 600 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=40,media,REVIEW_ALIAS
511,726,"Military Rifle, Prone, 300 metres, Team, Men (Olympic)","Military Rifle, Prone, 300 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.83; overlap=11,media,REVIEW_ALIAS
512,513,"Military Rifle, Prone, 600 metres, Men (Olympic)","Military Rifle, Prone, 600 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.83; overlap=3,media,REVIEW_ALIAS
513,516,"Military Rifle, Prone, 600 metres, Team, Men (Olympic)","Military Rifle, Prone, 300 and 600 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=47,media,REVIEW_ALIAS
514,515,"Military Rifle, Standing, 300 metres, Men (Olympic)","Military Rifle, Standing, 300 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.83; overlap=5,media,REVIEW_ALIAS
516,2244,"Military Rifle, Prone, 300 and 600 metres, Team, Men (Olympic)","Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=54,media,REVIEW_ALIAS
517,519,"Running Target, Single Shot, Team, Men (Olympic)","Running Target, Single Shot, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=24,media,REVIEW_ALIAS
518,520,"Running Target, Double Shot, Team, Men (Olympic)","Running Target, Double Shot, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=20,media,REVIEW_ALIAS
624,679,"Rapid-Fire Pistol, 25 metres, Men (Olympic)","Rapid-Fire Pistol, 25 metres, Open (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
624,2353,"Rapid-Fire Pistol, 25 metres, Men (Olympic)","Shooting Mixed Rapid-Fire Pistol, 25 metres",Shooting,Shooting,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
668,684,"Air Rifle, 10 metres, Women (Olympic)","Air Rifle, 10 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
668,1468,"Air Rifle, 10 metres, Women (Olympic)","Air Rifle, 10 metres, Team, Mixed (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=23,media,REVIEW_ALIAS
670,687,"Trap, Men (Olympic)","Trap, Women (Olympic)",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
671,686,"Double Trap, Men (Olympic)","Double Trap, Women (Olympic)",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
672,685,"Air Pistol, 10 metres, Women (Olympic)","Air Pistol, 10 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
672,1387,"Air Pistol, 10 metres, Women (Olympic)","Air Pistol, 10 metres, Team, Mixed (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=13,media,REVIEW_ALIAS
674,676,"Free Pistol, 50 metres, Open (Olympic)","Free Pistol, 50 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
675,678,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)","Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
675,680,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)","Small-Bore Rifle, Three Positions, 50 metres, Open (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.88; overlap=0,media,REVIEW_ALIAS
675,2265,"Small-Bore Rifle, Three Positions, 50 metres, Women (Olympic)","Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.88; overlap=0,media,REVIEW_ALIAS
676,703,"Free Pistol, 50 metres, Men (Olympic)","Free Pistol, 50 metres, Men (Intercalated)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
676,711,"Free Pistol, 50 metres, Men (Olympic)","Free Pistol, 50 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=31,media,REVIEW_ALIAS
676,2288,"Free Pistol, 50 metres, Men (Olympic)","Shooting Mixed Free Pistol, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
677,728,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)","Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
677,1963,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)","Shooting Men's Small-Bore Rifle, Prone, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=687,media,REVIEW_ALIAS
677,2266,"Small-Bore Rifle, Prone, 50 metres, Men (Olympic)","Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
678,680,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)","Small-Bore Rifle, Three Positions, 50 metres, Open (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.88; overlap=0,media,REVIEW_ALIAS
678,2265,"Small-Bore Rifle, Three Positions, 50 metres, Men (Olympic)","Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.88; overlap=0,media,REVIEW_ALIAS
680,2265,"Small-Bore Rifle, Three Positions, 50 metres, Open (Olympic)","Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.78; overlap=149,media,REVIEW_ALIAS
681,724,"Skeet, Men (Olympic)","Skeet, Women (Olympic)",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
682,692,"Running Target, 50 metres, Open (Olympic)","Running Target, 50 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
684,1468,"Air Rifle, 10 metres, Men (Olympic)","Air Rifle, 10 metres, Team, Mixed (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=19,media,REVIEW_ALIAS
685,1387,"Air Pistol, 10 metres, Men (Olympic)","Air Pistol, 10 metres, Team, Mixed (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=12,media,REVIEW_ALIAS
690,691,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)","Small-Bore Rifle, Moving Target, 25 yards, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=21,media,REVIEW_ALIAS
690,730,"Small-Bore Rifle, Disappearing Target, 25 yards, Men (Olympic)","Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
692,2471,"Running Target, 50 metres, Men (Olympic)","Shooting Mixed Running Target, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=0,media,REVIEW_ALIAS
702,743,"Dueling Pistol, 30 metres, Men (Olympic)","Dueling Pistol, 30 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.80; overlap=11,media,REVIEW_ALIAS
708,750,"Free Rifle, Any Position, 300 metres, Men (Intercalated)","Free Rifle, Any Position, 300 metres, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
709,2584,"Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres, Men (Intercalated)","Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Shooting,Shooting,misma disciplina; jaccard=0.79; overlap=24,media,REVIEW_ALIAS
725,2350,"Free Rifle, Three Positions, 300 metres, Open (Olympic)","Shooting Mixed Free Rifle, Three Positions, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=34,media,REVIEW_ALIAS
728,2266,"Small-Bore Rifle, Prone, 50 metres, Team, Men (Olympic)","Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
730,752,"Small-Bore Rifle, Disappearing Target, 25 metres, Men (Olympic)","Small-Bore Rifle, Disappearing Target, 25 metres, Team, Men (Olympic)",Shooting,Shooting,misma disciplina; jaccard=0.88; overlap=6,media,REVIEW_ALIAS
750,2583,"Free Rifle, Any Position, 300 metres, Men (Olympic)","Shooting Men's Free Rifle, Any Position, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1687,1705,"Air Rifle, 10 metres, Team, Mixed Youth (YOG)","Air Pistol, 10 metres, Team, Mixed Youth (YOG)",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
1963,2266,"Shooting Men's Small-Bore Rifle, Prone, 50 metres","Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.88; overlap=0,media,REVIEW_ALIAS
1964,2353,"Shooting Men's Rapid-Fire Pistol, 25 metres","Shooting Mixed Rapid-Fire Pistol, 25 metres",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=0,media,REVIEW_ALIAS
1965,2320,Shooting Men's Trap,Shooting Women's Trap,Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
1965,2345,Shooting Men's Trap,Shooting Men's Double Trap,Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=36,media,REVIEW_ALIAS
1965,2480,Shooting Men's Trap,"Shooting Men's Trap, Team",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=61,media,REVIEW_ALIAS
1965,2517,Shooting Men's Trap,Shooting Women's Double Trap,Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2046,2060,"Shooting Men's Air Rifle, 10 metres","Shooting Women's Air Rifle, 10 metres",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2054,2270,"Shooting Men's Free Pistol, 50 metres","Shooting Men's Free Pistol, 50 metres, Team",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=31,media,REVIEW_ALIAS
2054,2288,"Shooting Men's Free Pistol, 50 metres","Shooting Mixed Free Pistol, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2055,2132,"Shooting Men's Air Pistol, 10 metres","Shooting Women's Air Pistol, 10 metres",Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2077,2456,Shooting Men's Skeet,Shooting Women's Skeet,Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2137,2471,"Shooting Men's Running Target, 50 metres","Shooting Mixed Running Target, 50 metres",Shooting,Shooting,misma disciplina; jaccard=0.83; overlap=0,media,REVIEW_ALIAS
2228,2521,"Shooting Men's Military Rifle, Prone, 300 metres","Shooting Men's Free Rifle, Prone, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2228,2570,"Shooting Men's Military Rifle, Prone, 300 metres","Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=7,media,REVIEW_ALIAS
2228,2626,"Shooting Men's Military Rifle, Prone, 300 metres","Shooting Men's Military Rifle, Standing, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=5,media,REVIEW_ALIAS
2253,2487,"Shooting Men's Running Target, Single Shot","Shooting Men's Running Target, Single Shot, Team",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=24,media,REVIEW_ALIAS
2254,2502,"Shooting Men's Running Target, Double Shot","Shooting Men's Running Target, Double Shot, Team",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=20,media,REVIEW_ALIAS
2270,2504,"Shooting Men's Free Pistol, 50 metres, Team","Shooting Men's Free Pistol, 50 yards, Team",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2275,2521,"Shooting Men's Free Rifle, Prone, 600 metres","Shooting Men's Free Rifle, Prone, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2275,2570,"Shooting Men's Free Rifle, Prone, 600 metres","Shooting Men's Military Rifle, Prone, 600 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2320,2345,Shooting Women's Trap,Shooting Men's Double Trap,Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2320,2480,Shooting Women's Trap,"Shooting Men's Trap, Team",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=0,media,REVIEW_ALIAS
2320,2517,Shooting Women's Trap,Shooting Women's Double Trap,Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=12,media,REVIEW_ALIAS
2345,2517,Shooting Men's Double Trap,Shooting Women's Double Trap,Shooting,Shooting,misma disciplina; jaccard=1.00; overlap=0,media,REVIEW_ALIAS
2374,2573,"Shooting Men's Dueling Pistol, 30 metres","Shooting Men's Dueling Pistol, 30 metres, Team",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=11,media,REVIEW_ALIAS
2487,2502,"Shooting Men's Running Target, Single Shot, Team","Shooting Men's Running Target, Double Shot, Team",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=10,media,REVIEW_ALIAS
2503,2504,"Shooting Men's Free Pistol, 50 yards","Shooting Men's Free Pistol, 50 yards, Team",Shooting,Shooting,misma disciplina; jaccard=0.86; overlap=16,media,REVIEW_ALIAS
2520,2521,"Shooting Men's Free Rifle, Kneeling, 300 metres","Shooting Men's Free Rifle, Prone, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=26,media,REVIEW_ALIAS
2520,2522,"Shooting Men's Free Rifle, Kneeling, 300 metres","Shooting Men's Free Rifle, Standing, 300 metres",Shooting,Shooting,misma disciplina; jaccard=0.75; overlap=24,media,REVIEW_ALIAS
