id_atleta_origen_a,nombre_a,id_atleta_origen_b,nombre_b,fuentes_atleta_a,fuentes_atleta_b,ids_originales_a,ids_originales_b,contextos_compartidos,biografia_estado,senales_altura_peso,same_source,clasificacion,razon,event_aliases_used,id_atleta_canonico_propuesto
147746,Attila Btky,193046,Attila Btky,fuente2 | fuente3,fuente3,fuente2:8591 | fuente3:15937,fuente3:15938,"[""2008 Summer | SVK | Slovakia | 1937 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147747,Ergn Batmaz,193049,Ergn Batmaz,fuente2 | fuente3,fuente3,fuente2:8597 | fuente3:15945,fuente3:15946,"[""1996 Summer | TUR | Turkey | 1976 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147756,Batskhiin Khayankhyarvaa,193063,Batskhiin Khayankhyarvaa,fuente2 | fuente3,fuente3,fuente2:8613 | fuente3:15990,fuente3:15991,"[""1980 Summer | MGL | Mongolia | 2108 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147757,Grard Battaglia,193065,Grard Battaglia,fuente2 | fuente3,fuente3,fuente2:8615 | fuente3:15993,fuente3:15994,"[""1976 Summer | MON | Monaco | 1943 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147765,Batulamai Rajakumar,193104,Batulamai Rajakumar,fuente2 | fuente3,fuente3,fuente2:8647 | fuente3:16061,fuente3:16062,"[""1984 Summer | MAS | Malaysia | 1949 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147778,Tom Bauer,193152,Tom Bauer,fuente2 | fuente3,fuente3,fuente2:8723 | fuente3:16229,fuente3:16230,"[""1960 Summer | TCH | Czechoslovakia | 1983 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147789,Iga Baumgart,193223,Iga Baumgart,fuente2 | fuente3,fuente3,fuente2:8785 | fuente3:16361,fuente3:16362,"[""2016 Summer | POL | Poland | 2145 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147797,Ji Baumruk,193236,Ji Baumruk,fuente2 | fuente3,fuente3,fuente2:8804 | fuente3:16397,fuente3:16398,"[""1960 Summer | TCH | Czechoslovakia | 1900 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147801,Otto Burle,193251,Otto Burle,fuente2 | fuente3,fuente3,fuente2:8814 | fuente3:16421,fuente3:16422,"[""1912 Summer | GER | Germany | 2312 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147809,Ral Bauza,193275,Ral Bauza,fuente2 | fuente3,fuente3,fuente2:8842 | fuente3:16470,fuente3:16471,"[""1960 Summer | ARG | Argentina | 2072 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147836,Bazaryn Skhbaatar,193385,Bazaryn Skhbaatar,fuente2 | fuente3,fuente3,fuente2:8962 | fuente3:16707,fuente3:16708,"[""1968 Summer | MGL | Mongolia | 2092 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147839,Marie-Jose Bazin,193390,Marie-Jose Bazin,fuente2 | fuente3,fuente3,fuente2:8974 | fuente3:16734,fuente3:16735,"[""1988 Summer | FRA | France | 2656 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147863,Marie-ve Beauchemin-Nadeau,193504,Marie-ve Beauchemin-nadeau,fuente2 | fuente3,fuente3,fuente2:9063 | fuente3:16917,fuente3:16918,"[""2016 Summer | CAN | Canada | 2095 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147864,Gabriel Beauchesne-Svigny,193505,Gabriel Beauchesne-svigny,fuente2 | fuente3,fuente3,fuente2:9065 | fuente3:16920,fuente3:16921,"[""2008 Summer | CAN | Canada | 1985 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147870,Dsir Beaurain,193530,Dsir Beaurain,fuente2 | fuente3,fuente3,fuente2:9092 | fuente3:16965,fuente3:16966,"[""1924 Summer | BEL | Belgium | 2004 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147873,Bronisaw Bebel,193556,Bronisaw Bebel,fuente2 | fuente3,fuente3,fuente2:9104 | fuente3:16997,fuente3:16998,"[""1976 Summer | POL | Poland | 2036 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147877,Milivoj Bebi,193565,Milivoj Bebi,fuente2 | fuente3,fuente3,fuente2:9110 | fuente3:17007,fuente3:17008,"[""1984 Summer | YUG | Yugoslavia | 1942 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147880,Leszek Bebo,193568,Leszek Bebo,fuente2 | fuente3,fuente3,fuente2:9115 | fuente3:17015,fuente3:17016,"[""1996 Summer | POL | Poland | 2041 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147894,Dominique Bchard,193608,Dominique Bchard,fuente2 | fuente3,fuente3,fuente2:9141 | fuente3:17080,fuente3:17081,"[""1984 Summer | MRI | Mauritius | 2016 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147898,Bronislav Bechysk,193619,Bronislav Bechysk,fuente2 | fuente3,fuente3,fuente2:9157 | fuente3:17104,fuente3:17105,"[""2000 Summer | CZE | Czech Republic | 2077 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147912,Pl Bedk,193787,Pl Bedk,fuente2 | fuente3,fuente3,fuente2:9270 | fuente3:17393,fuente3:17394,"[""2008 Summer | HUN | Hungary | 2057 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147922,Tibor Bdi,193815,Tibor Bdi,fuente2 | fuente3,fuente3,fuente2:9298 | fuente3:17457,fuente3:17458,"[""2000 Summer | HUN | Hungary | 2042 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147923,Pavel Bedn,193816,Pavel Bedn,fuente2 | fuente3,fuente3,fuente2:9303 | fuente3:17463,fuente3:17464,"[""1996 Summer | CZE | Czech Republic | 1985 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147933,Istvn Be,193830,Istvn Be,fuente2 | fuente3,fuente3,fuente2:9322 | fuente3:17493,fuente3:17494,"[""2008 Summer | HUN | Hungary | 1986 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147940,Vera Begi,193878,Vera Begi,fuente2 | fuente3,fuente3,fuente2:9378 | fuente3:17592,fuente3:17593,"[""2008 Summer | CRO | Croatia | 2129 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147941,Johanne Bgin,193880,Johanne Bgin,fuente2 | fuente3,fuente3,fuente2:9380 | fuente3:17596,fuente3:17597,"[""2004 Summer | CAN | Canada | 2024 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147945,Abdellah Bhar,193897,Abdellah Bhar,fuente2 | fuente3,fuente3,fuente2:9393 | fuente3:17625,fuente3:17626,"[""2000 Summer | FRA | France | 2041 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147987,Sinia Belamari,194076,Sinia Belamari,fuente2 | fuente3,fuente3,fuente2:9540 | fuente3:17957,fuente3:17958,"[""1976 Summer | YUG | Yugoslavia | 1942 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147989,Jules Bland,194081,Jules Bland,fuente2 | fuente3,fuente3,fuente2:9544 | fuente3:17963,fuente3:17964,"[""1968 Summer | CAN | Canada | 2108 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
147996,Frdric Belaubre,194092,Frdric Belaubre,fuente2 | fuente3,fuente3,fuente2:9551 | fuente3:17978,fuente3:17979,"[""2008 Summer | FRA | France | 2291 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148038,Mario Beltrami,194373,Mario Beltrami,fuente2 | fuente3,fuente3,fuente2:9801 | fuente3:18514,fuente3:18515,"[""1932 Summer | ITA | Italy | 2188 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148073,Juraj Benk,194596,Juraj Benk,fuente2 | fuente3,fuente3,fuente2:9970 | fuente3:18816,fuente3:18817,"[""1980 Summer | TCH | Czechoslovakia | 2231 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148078,Jnos Bencze,194608,Jnos Bencze,fuente2 | fuente3,fuente3,fuente2:9978 | fuente3:18835,fuente3:18836,"[""1964 Summer | HUN | Hungary | 1900 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148087,Jnos Benedek,194627,Jnos Benedek,fuente2 | fuente3,fuente3,fuente2:10012 | fuente3:18888,fuente3:18889,"[""1972 Summer | HUN | Hungary | 2017 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148088,Lidija Benedeti-Lapajne,194632,Lidija Benedeti-lapajne,fuente2 | fuente3,fuente3,fuente2:10014 | fuente3:18895,fuente3:18896,"[""1984 Summer | YUG | Yugoslavia | 2199 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148131,Zoltn Benk,194793,Zoltn Benk,fuente2 | fuente3,fuente3,fuente2:10138 | fuente3:19155,fuente3:19156,"[""2008 Summer | HUN | Hungary | 2136 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148152,Rda Benzine,194935,Rda Benzine,fuente2 | fuente3,fuente3,fuente2:10274 | fuente3:19408,fuente3:19409,"[""2000 Summer | ALG | Algeria | 2545 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148167,Joe Berc,194963,Joe Berc,fuente2 | fuente3,fuente3,fuente2:10301 | fuente3:19471,fuente3:19472,"[""1972 Summer | YUG | Yugoslavia | 2056 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148172,Ccilia Berder,194997,Ccilia Berder,fuente2 | fuente3,fuente3,fuente2:10315 | fuente3:19519,fuente3:19520,"[""2016 Summer | FRA | France | 2344 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148178,Sndor Bereczky,195016,Sndor Bereczky,fuente2 | fuente3,fuente3,fuente2:10328 | fuente3:19562,fuente3:19563,"[""1988 Summer | HUN | Hungary | 2610 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148184,Mdlina Bere,195032,Mdlina Bere,fuente2 | fuente3,fuente3,fuente2:10341 | fuente3:19586,fuente3:19587,"[""2016 Summer | ROU | Romania | 2144 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148188,Katarna Bereov,195054,Katarna Bereov,fuente2 | fuente3,fuente3,fuente2:10351 | fuente3:19615,fuente3:19616,"[""2016 Summer | SVK | Slovakia | 2002 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148208,Gnter Bergau,195128,Gnter Bergau,fuente2 | fuente3,fuente3,fuente2:10418 | fuente3:19767,fuente3:19768,"[""1968 Summer | GDR | East Germany | 1997 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148212,Franz Berger,195147,Franz Berger,fuente2,fuente3,fuente2:10440,fuente3:19807,"[""1980 Summer | AUT | Austria | 2183 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,148212
148225,Sigurur Bergmann,195231,Sigurur Bergmann,fuente2 | fuente3,fuente3,fuente2:10531 | fuente3:19998,fuente3:19999,"[""1992 Summer | ISL | Iceland | 2100 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148254,Vctorino M. Beristain,195277,Vctorino Beristain,fuente2,fuente3,fuente2:10597,fuente3:20103,"[""1976 Summer | MEX | Mexico | 1942 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,148254
148260,Eva Berkov,195292,Eva Berkov,fuente2 | fuente3,fuente3,fuente2:10619 | fuente3:20136,fuente3:20137,"[""1992 Summer | TCH | Czechoslovakia | 1982 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148261,Renata Berkov,195293,Renata Berkov,fuente2 | fuente3,fuente3,fuente2:10620 | fuente3:20138,fuente3:20139,"[""2004 Summer | CZE | Czech Republic | 2174 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148290,Andr Bernard,195368,Andr Bernard,fuente2 | fuente3,fuente3,fuente2:10677 | fuente3:20245,fuente3:20246,"[""1960 Summer | FRA | France | 2072 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148293,Muriel Bernard,195383,Muriel Bernard,fuente2 | fuente3,fuente3,fuente2:10696 | fuente3:20277,fuente3:20278,"[""1996 Summer | FRA | France | 2517 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148302,Miosz Bernatajtys,195414,Miosz Bernatajtys,fuente2 | fuente3,fuente3,fuente2:10724 | fuente3:20328,fuente3:20329,"[""2012 Summer | POL | Poland | 2298 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148349,Ren Bertram,195578,Ren Bertram,fuente2 | fuente3,fuente3,fuente2:10911 | fuente3:20669,fuente3:20670,"[""2008 Summer | GER | Germany | 633 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148351,Clifton Bertrand,195583,Clifton Bertrand,fuente2 | fuente3,fuente3,fuente2:10915 | fuente3:20681,fuente3:20682,"[""1964 Summer | TTO | Trinidad and Tobago | 2047 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148369,Mria Berzsenyi,195617,Mria Berzsenyi,fuente2 | fuente3,fuente3,fuente2:10952 | fuente3:20760,fuente3:20761,"[""1980 Summer | HUN | Hungary | 1935 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148372,Louis Bs,195621,Louis Bs,fuente2 | fuente3,fuente3,fuente2:10956 | fuente3:20769,fuente3:20770,"[""1912 Summer | FRA | France | 1975 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148385,Louis Bessire,195655,Louis Bessire,fuente2 | fuente3,fuente3,fuente2:10992 | fuente3:20845,fuente3:20846,"[""1928 Summer | FRA | France | 1975 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148425,Jos Beyaert,195775,Jos Beyaert,fuente2 | fuente3,fuente3,fuente2:11123 | fuente3:21063,fuente3:21064,"[""1948 Summer | FRA | France | 1975 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148444,Nenad Beik,195839,Nenad Beik,fuente2 | fuente3,fuente3,fuente2:11184 | fuente3:21184,fuente3:21185,"[""2016 Summer | SRB | Serbia | 1978 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148447,Bruno Bianchi,195911,Bruno Bianchi,fuente2,fuente3,fuente2:11247,fuente3:21311,"[""1964 Summer | ITA | Italy | 2042 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,148447
148451,Gabriele Bianchi,195922,Gabriele Bianchi,fuente2 | fuente3,fuente3,fuente2:11253 | fuente3:21324,fuente3:21325,"[""1948 Summer | ITA | Italy | 2556 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148460,Hctor F. Biassini,195953,Hctor Biassini,fuente2,fuente3,fuente2:11280,fuente3:21377,"[""1972 Summer | ARG | Argentina | 1997 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,148460
148465,Eliza Biakowska,195961,Eliza Biakowska,fuente2 | fuente3,fuente3,fuente2:11288 | fuente3:21388,fuente3:21389,"[""1992 Summer | POL | Poland | 2160 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148479,Richrd Bicskey,195987,Richrd Bicskey,fuente2 | fuente3,fuente3,fuente2:11318 | fuente3:21441,fuente3:21442,"[""1964 Summer | HUN | Hungary | 2278 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148486,Alberto C. Biedermann,196002,Alberto Biedermann,fuente2,fuente3,fuente2:11348,fuente3:21487,"[""1948 Summer | ARG | Argentina | 1966 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,196002
148497,Martin Bieltz,196042,Martin Bieltz,fuente2 | fuente3,fuente3,fuente2:11389 | fuente3:21582,fuente3:21583,"[""1960 Summer | ROU | Romania | 2385 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148518,Daniel Biksadsk,196096,Daniel Biksadsk,fuente2 | fuente3,fuente3,fuente2:11470 | fuente3:21712,fuente3:21713,"[""2004 Summer | SVK | Slovakia | 1985 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148522,Alexander Blek,196116,Alexander Blek,fuente2 | fuente3,fuente3,fuente2:11490 | fuente3:21752,fuente3:21753,"[""1964 Summer | TCH | Czechoslovakia | 2231 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148533,Govinda Billimogaputtaswamy,196151,Govinda Billimogaputtaswamy,fuente2 | fuente3,fuente3,fuente2:11520 | fuente3:21815,fuente3:21816,"[""1976 Summer | IND | India | 39 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148540,Edmond Bimont,196217,Edmond Bimont,fuente2 | fuente3,fuente3,fuente2:11561 | fuente3:21928,fuente3:21929,"[""1920 Summer | FRA | France | 2401 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148545,Ott Binder,196264,Ott Binder,fuente2 | fuente3,fuente3,fuente2:11597 | fuente3:21994,fuente3:21995,"[""1928 Summer | HUN | Hungary | 2197 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148550,Kazm Bingen,196287,Kazm Bingen,fuente2 | fuente3,fuente3,fuente2:11612 | fuente3:22033,fuente3:22034,"[""1936 Summer | TUR | Turkey | 1975 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148574,Ion Brldeanu,196371,Ion Brldeanu,fuente2 | fuente3,fuente3,fuente2:11710 | fuente3:22240,fuente3:22241,"[""1980 Summer | ROU | Romania | 2134 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148576,gnes Br,196388,gnes Br,fuente2 | fuente3,fuente3,fuente2:11719 | fuente3:22271,fuente3:22272,"[""1936 Summer | HUN | Hungary | 2130 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148578,Imre Br,196389,Imre Br,fuente2 | fuente3,fuente3,fuente2:11722 | fuente3:22275,fuente3:22276,"[""1992 Summer | HUN | Hungary | 1987 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148579,Lszl Br,196390,Lszl Br,fuente2 | fuente3,fuente3,fuente2:11723 | fuente3:22277,fuente3:22278,"[""1988 Summer | HUN | Hungary | 2093 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148588,Fernando Biscaccianti,196423,Fernando Biscaccianti,fuente2 | fuente3,fuente3,fuente2:11751 | fuente3:22330,fuente3:22331,"[""1928 Summer | ITA | Italy | 2110 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148599,Thomas J. A. Bishop,196463,Thomas Bishop,fuente2,fuente3,fuente2:11795,fuente3:22400,"[""1976 Summer | GBR | Great Britain | 633 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,148599
148655,Ib Bjrke,196580,Ib Bjrke,fuente2 | fuente3,fuente3,fuente2:11944 | fuente3:22685,fuente3:22686,"[""1960 Summer | DEN | Denmark | 2197 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
