id_atleta_origen_a,nombre_a,id_atleta_origen_b,nombre_b,fuentes_atleta_a,fuentes_atleta_b,ids_originales_a,ids_originales_b,contextos_compartidos,biografia_estado,senales_altura_peso,same_source,clasificacion,razon,event_aliases_used,id_atleta_canonico_propuesto
148676,Al. Blachre,196599,Al. Blachre,fuente2 | fuente3,fuente3,fuente2:11969 | fuente3:22751,fuente3:22752,"[""1900 Summer | FRA | France | 2564 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148703,Jess Blanco,196766,Jess Blanco,fuente2 | fuente3,fuente3,fuente2:12127 | fuente3:23071,fuente3:23072,"[""1972 Summer | ARG | Argentina | 2067 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148732,Petr Blaek,196867,Petr Blaek,fuente2 | fuente3,fuente3,fuente2:12222 | fuente3:23238,fuente3:23239,"[""1992 Summer | TCH | Czechoslovakia | 2072 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148735,Marko Blaevski,196869,Marko Blaevski,fuente2 | fuente3,fuente3,fuente2:12225 | fuente3:23242,fuente3:23243,"[""2016 Summer | MKD | Macedonia | 2087 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148738,Marcel Blao,196870,Marcel Blao,fuente2 | fuente3,fuente3,fuente2:12228 | fuente3:23246,fuente3:23247,"[""1992 Summer | TCH | Czechoslovakia | 2086 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148752,Stefan Blcher,196944,Stefan Blcher,fuente2 | fuente3,fuente3,fuente2:12301 | fuente3:23380,fuente3:23381,"[""1988 Summer | FRG | West Germany | 39 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148769,Edward J. Blount,197016,Edward Blount,fuente2,fuente3,fuente2:12375,fuente3:23534,"[""1908 Summer | GBR | Great Britain | 2051 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,197016
148776,Dzintra Blma,197052,Dzintra Blma,fuente2 | fuente3,fuente3,fuente2:12391 | fuente3:23584,fuente3:23585,"[""1996 Summer | LAT | Latvia | 2305 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148792,Leszek Bayski,197097,Leszek Bayski,fuente2 | fuente3,fuente3,fuente2:12433 | fuente3:23663,fuente3:23664,"[""1976 Summer | POL | Poland | 1981 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148802,Gyula Bbis,197141,Gyula Bbis,fuente2 | fuente3,fuente3,fuente2:12478 | fuente3:23740,fuente3:23741,"[""1948 Summer | HUN | Hungary | 1970 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148807,Zdenk Bobrovsk,197169,Zdenk Bobrovsk,fuente2 | fuente3,fuente3,fuente2:12501 | fuente3:23792,fuente3:23793,"[""1960 Summer | TCH | Czechoslovakia | 1900 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148842,Klaus Bodenmller,197265,Klaus Bodenmller,fuente2 | fuente3,fuente3,fuente2:12603 | fuente3:24002,fuente3:24003,"[""1992 Summer | AUT | Austria | 1928 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148845,Jen Bdi,197267,Jen Bdi,fuente2 | fuente3,fuente3,fuente2:12608 | fuente3:24014,fuente3:24015,"[""1992 Summer | HUN | Hungary | 2179 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148846,Ruslan Boditeanu,197273,Ruslan Boditeanu,fuente2 | fuente3,fuente3,fuente2:12617 | fuente3:24027,fuente3:24028,"[""2004 Summer | MDA | Moldova | 2153 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148849,Tibor Bodnr,197294,Tibor Bodnr,fuente2 | fuente3,fuente3,fuente2:12627 | fuente3:24058,fuente3:24059,"[""1980 Summer | HUN | Hungary | 2471 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148862,Jnos Bdy,197340,Jnos Bdy,fuente2 | fuente3,fuente3,fuente2:12649 | fuente3:24122,fuente3:24123,"[""1956 Summer | HUN | Hungary | 2072 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148898,Jnos Bognr,197468,Jnos Bognr,fuente2 | fuente3,fuente3,fuente2:12768 | fuente3:24364,fuente3:24365,"[""1936 Summer | HUN | Hungary | 1975 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148912,Mikls Bohty,197501,Mikls Bohty,fuente2 | fuente3,fuente3,fuente2:12803 | fuente3:24430,fuente3:24431,"[""1964 Summer | HUN | Hungary | 1900 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148922,Annett Bhm,197514,Annett Bhm,fuente2 | fuente3,fuente3,fuente2:12819 | fuente3:24470,fuente3:24471,"[""2008 Summer | GER | Germany | 2411 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148925,Zsolt-Georg Bhm,197517,Zsolt-Georg Bhm,fuente2 | fuente3,fuente3,fuente2:12822 | fuente3:24478,fuente3:24479,"[""1988 Summer | FRG | West Germany-1 | 2245 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148928,Ludk Bohman,197522,Ludk Bohman,fuente2 | fuente3,fuente3,fuente2:12827 | fuente3:24487,fuente3:24488,"[""1972 Summer | TCH | Czechoslovakia | 1966 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148929,Marcus Bhme,197523,Marcus Bhme,fuente2 | fuente3,fuente3,fuente2:12829 | fuente3:24490,fuente3:24491,"[""2012 Summer | GER | Germany | 2036 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148936,Felix Bhni,197527,Felix Bhni,fuente2 | fuente3,fuente3,fuente2:12837 | fuente3:24500,fuente3:24501,"[""1984 Summer | SUI | Switzerland | 1946 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148940,Zdenk Bohutnsk,197545,Zdenk Bohutnsk,fuente2 | fuente3,fuente3,fuente2:12850 | fuente3:24530,fuente3:24531,"[""1976 Summer | TCH | Czechoslovakia | 2338 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148944,ric Boisse,197560,ric Boisse,fuente2 | fuente3,fuente3,fuente2:12867 | fuente3:24560,fuente3:24561,"[""2004 Summer | FRA | France | 1957 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148948,mile Boitout,197589,mile Boitout,fuente2 | fuente3,fuente3,fuente2:12888 | fuente3:24608,fuente3:24609,"[""1920 Summer | FRA | France | 2270 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148959,Jens Bojsen-Mller,197600,Jens Bojsen-mller,fuente2 | fuente3,fuente3,fuente2:12903 | fuente3:24632,fuente3:24633,"[""1996 Summer | DEN | Denmark | 1943 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148962,Bedri Bke,197604,Bedri Bke,fuente2 | fuente3,fuente3,fuente2:12906 | fuente3:24645,fuente3:24646,"[""1956 Summer | TUR | Turkey | 2302 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148968,Marin Bokor,197614,Marin Bokor,fuente2 | fuente3,fuente3,fuente2:12918 | fuente3:24668,fuente3:24669,"[""2004 Summer | SVK | Slovakia | 2062 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148972,Mauricio Bolaos,197621,Mauricio Bolaos,fuente2 | fuente3,fuente3,fuente2:12933 | fuente3:24687,fuente3:24688,"[""1968 Summer | ESA | El Salvador | 2108 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148976,Boldyn Javkhlantgs,197646,Boldyn Javkhlantgs,fuente2 | fuente3,fuente3,fuente2:12957 | fuente3:24736,fuente3:24737,"[""1992 Summer | MGL | Mongolia | 1970 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148997,brahim Blkba,197754,brahim Blkba,fuente2 | fuente3,fuente3,fuente2:13048 | fuente3:24924,fuente3:24925,"[""2016 Summer | TUR | Turkey | 1970 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
148998,Antal Bolvri,197755,Antal Bolvri,fuente2 | fuente3,fuente3,fuente2:13050 | fuente3:24927,fuente3:24928,"[""1956 Summer | HUN | Hungary | 1942 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149001,Hans-Jrgen Bombach,197756,Hans-Jrgen Bombach,fuente2 | fuente3,fuente3,fuente2:13056 | fuente3:24934,fuente3:24935,"[""1972 Summer | GDR | East Germany | 1966 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149010,Victor Bonafde,197787,Victor Bonafde,fuente2 | fuente3,fuente3,fuente2:13086 | fuente3:24989,fuente3:24990,"[""1936 Summer | MON | Monaco | 2054 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149018,Dmytro Bondarenko,197861,Dmytro Bondarenko,fuente2 | fuente3,fuente3,fuente2:13132 | fuente3:25101,fuente3:25102,"[""1960 Summer | URS | Soviet Union | 1967 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149029,Luisa Bonfanti,197911,Luisa Bonfanti,fuente2 | fuente3,fuente3,fuente2:13176 | fuente3:25183,fuente3:25184,"[""1928 Summer | ITA | Italy | 1912 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149044,Yvonne Bnisch,197963,Yvonne Bnisch,fuente2 | fuente3,fuente3,fuente2:13227 | fuente3:25286,fuente3:25287,"[""2008 Summer | GER | Germany | 2412 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149081,Mevlt Bora,198148,Mevlt Bora,fuente2 | fuente3,fuente3,fuente2:13382 | fuente3:25614,fuente3:25615,"[""1972 Summer | TUR | Turkey | 2108 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149092,Andr Bordang,198179,Andr Bordang,fuente2 | fuente3,fuente3,fuente2:13411 | fuente3:25677,fuente3:25678,"[""1912 Summer | LUX | Luxembourg | 1940 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149103,Bjrn Borg,198240,Bjrn Borg,fuente2 | fuente3,fuente3,fuente2:13448 | fuente3:25766,fuente3:25767,"[""1936 Summer | SWE | Sweden | 2049 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149117,Birgir r Borgrsson,198292,Birgir Borgrsson,fuente2,fuente3,fuente2:13493,fuente3:25855,"[""1980 Summer | ISL | Iceland | 2333 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,149117
149138,Olivia Borle,198359,Olivia Borle,fuente2 | fuente3,fuente3,fuente2:13545 | fuente3:25960,fuente3:25961,"[""2016 Summer | BEL | Belgium | 2074 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149153,Iosif Boro,198404,Iosif Boro,fuente2 | fuente3,fuente3,fuente2:13591 | fuente3:26049,fuente3:26050,"[""1984 Summer | ROU | Romania | 1987 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149181,Micha Boruciski,198503,Micha Boruciski,fuente2 | fuente3,fuente3,fuente2:13675 | fuente3:26234,fuente3:26235,"[""1932 Summer | POL | Poland | 2188 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149186,Lajos Brzsnyi,198525,Lajos Brzsnyi,fuente2 | fuente3,fuente3,fuente2:13693 | fuente3:26269,fuente3:26270,"[""1948 Summer | HUN | Hungary | 2054 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149203,Miho Bokovi,198608,Miho Bokovi,fuente2 | fuente3,fuente3,fuente2:13752 | fuente3:26419,fuente3:26420,"[""2012 Summer | CRO | Croatia | 1942 | Gold""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149208,Fridrihs Bos,198630,Fridrihs Bos,fuente2 | fuente3,fuente3,fuente2:13765 | fuente3:26450,fuente3:26451,"[""1912 Summer | RUS | Russia | 1975 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149215,Marcos Bossy,198648,Marcos Bossy,fuente2 | fuente3,fuente3,fuente2:13788 | fuente3:26485,fuente3:26486,"[""1952 Summer | SUI | Switzerland | 1900 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149223,Konstantinos Botasis,198681,Konstantinos Botasis,fuente2,fuente3,fuente2:13808,fuente3:26529,"[""1906 Intercalated Games | GRE | Athens-2 | 1902 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,198681
149234,Mihai Boil,198735,Mihai Boil,fuente2 | fuente3,fuente3,fuente2:13850 | fuente3:26611,fuente3:26612,"[""1980 Summer | ROU | Romania | 2154 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149238,Andrs Botos,198747,Andrs Botos,fuente2 | fuente3,fuente3,fuente2:13857 | fuente3:26625,fuente3:26626,"[""1976 Summer | HUN | Hungary | 2008 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149245,Rudolf Bttger,198757,Rudolf Bttger,fuente2 | fuente3,fuente3,fuente2:13872 | fuente3:26652,fuente3:26653,"[""1936 Summer | AUT | Austria | 2188 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149252,Didier Boub,198781,Didier Boub,fuente2 | fuente3,fuente3,fuente2:13909 | fuente3:26728,fuente3:26729,"[""1984 Summer | FRA | France | 2072 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149272,Albert Bouguin,198874,Albert Bouguin,fuente2 | fuente3,fuente3,fuente2:14000 | fuente3:26926,fuente3:26927,"[""1906 Intercalated Games | FRA | France | 2221 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149280,Jean A. Boulge,198900,Jean Boulge,fuente2,fuente3,fuente2:14035,fuente3:26986,"[""1900 Summer | FRA | France | 2427 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,198900
149283,Andr Bounal,198922,Andr Bounal,fuente2 | fuente3,fuente3,fuente2:14066 | fuente3:27031,fuente3:27032,"[""1920 Summer | FRA | France | 39 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149289,Petros Bourdoulis,198972,Petros Bourdoulis,fuente2 | fuente3,fuente3,fuente2:14100 | fuente3:27108,fuente3:27109,"[""1996 Summer | GRE | Greece | 2340 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149313,ric Bouvier,199087,ric Bouvier,fuente2 | fuente3,fuente3,fuente2:14193 | fuente3:27322,fuente3:27323,"[""1992 Summer | FRA | France | 2036 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149328,Edward Boyce,199237,Edward Boyce,fuente2 | fuente3,fuente3,fuente2:14318 | fuente3:27601,fuente3:27602,"[""1936 Summer | GBR | Great Britain | 2080 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149333,Marime Boye,199262,Marime Boye,fuente2 | fuente3,fuente3,fuente2:14353 | fuente3:27655,fuente3:27656,"[""1980 Summer | SEN | Senegal | 2167 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149334,ngel Boyenechea,199263,ngel Boyenechea,fuente2 | fuente3,fuente3,fuente2:14354 | fuente3:27657,fuente3:27658,"[""1976 Summer | ARG | Argentina | 2028 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149346,Borut Boi,199325,Borut Boi,fuente2 | fuente3,fuente3,fuente2:14407 | fuente3:27765,fuente3:27766,"[""2012 Summer | SLO | Slovenia | 1974 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149348,Luka Boi,199326,Luka Boi,fuente2 | fuente3,fuente3,fuente2:14409 | fuente3:27768,fuente3:27769,"[""2016 Summer | SLO | Slovenia | 2258 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149359,Len A. Bozzi,199333,Len Bozzi,fuente2,fuente3,fuente2:14431,fuente3:27814,"[""1956 Summer | ARG | Argentina | 1965 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,199333
149371,Lars Brgesen,199343,Lars Brgesen,fuente2 | fuente3,fuente3,fuente2:14444 | fuente3:27860,fuente3:27861,"[""1972 Summer | DEN | Denmark | 2086 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149377,Ib Btcher,199349,Ib Btcher,fuente2 | fuente3,fuente3,fuente2:14450 | fuente3:27868,fuente3:27869,"[""1976 Summer | DEN | Denmark | 2010 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149397,James S. Brady,199452,James Brady,fuente2,fuente3,fuente2:14528,fuente3:28045,"[""1924 Summer | IRL | Ireland | 1942 | ""]",UNKNOWN/COMPATIBLE,,,SAFE_ATHLETE_PAIR,"Contexto compartido, candidato único y sin contradicción biográfica conocida.",SAFE_EVENT_COMPONENT_ONLY,199452
149410,Janez Brajkovi,199496,Janez Brajkovi,fuente2 | fuente3,fuente3,fuente2:14574 | fuente3:28115,fuente3:28116,"[""2012 Summer | SLO | Slovenia | 2336 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149411,Marko Brajnovi,199497,Marko Brajnovi,fuente2 | fuente3,fuente3,fuente2:14575 | fuente3:28117,fuente3:28118,"[""1952 Summer | YUG | Yugoslavia | 1942 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149446,Jean-Albert Brasu,199616,Jean-Albert Brasu,fuente2 | fuente3,fuente3,fuente2:14721 | fuente3:28378,fuente3:28379,"[""1956 Summer | FRA | France | 2284 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149451,Stein Brthen,199625,Stein Brthen,fuente2 | fuente3,fuente3,fuente2:14730 | fuente3:28395,fuente3:28396,"[""1976 Summer | NOR | Norway | 2108 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149479,Frantiek Beka,199752,Frantiek Beka,fuente2 | fuente3,fuente3,fuente2:14838 | fuente3:28624,fuente3:28625,"[""1980 Summer | TCH | Czechoslovakia | 2042 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149480,Jan Beka,199753,Jan Beka,fuente2 | fuente3,fuente3,fuente2:14839 | fuente3:28626,fuente3:28627,"[""2000 Summer | CZE | Czech Republic | 1985 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149493,Arno Breker,199841,Arno Breker,fuente2 | fuente3,fuente3,fuente2:14900 | fuente3:28765,fuente3:28766,"[""1936 Summer | GER | Germany | 2577 | Silver""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149508,Gnther Brennecke,199918,Gnther Brennecke,fuente2 | fuente3,fuente3,fuente2:14952 | fuente3:28892,fuente3:28893,"[""1956 Summer | GER | Germany | 39 | Bronze""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149512,Klaudia Bre,199931,Klaudia Bre,fuente2 | fuente3,fuente3,fuente2:14963 | fuente3:28915,fuente3:28916,"[""2016 Summer | POL | Poland | 2133 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
149514,Ardito Bresciani,199933,Ardito Bresciani,fuente2 | fuente3,fuente3,fuente2:14967 | fuente3:28924,fuente3:28925,"[""1924 Summer | ITA | Italy | 1975 | ""]",UNKNOWN/COMPATIBLE,,fuente3,SAME_SOURCE_REVIEW,SAME_SOURCE_REVIEW: fuente3,SAFE_EVENT_COMPONENT_ONLY,
